,File #,Action Date,Title,Vote,Meeting Body
82,230880.0,9/18/2023,"Resolution initiating an amendment to the landmark designation of the San Francisco Fire Station No. 44, located at 1298 Girard Street, Assessor’s Parcel Block No. 6194, Lot No. 010, under Article 10 of the Planning Code.",Aye,Land Use and Transportation Committee
83,230922.0,9/18/2023,"Ordinance amending the Planning Code to designate Colombo Market Arch, situated within Sydney Walton Square, 600 Front Street, a portion of Assessor’s Parcel Block No. 0172, Lot No. 010, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee
84,230446.0,9/18/2023,"Ordinance amending the Planning Code to encourage housing production by 1) exempting, under certain conditions, specified housing projects from the notice and review procedures of Section 311 and the Conditional Use requirement of Section 317, in areas outside of Priority Equity Geographies, which are identified in the Housing Element as areas or neighborhoods with a high density of vulnerable populations, and areas outside RH (Residential House) Districts within the Family Housing Opportunity Special Use District; 2) removing the Conditional Use requirement for several types of housing projec",Aye,Land Use and Transportation Committee
85,230686.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Walgreen Co. for $229,610,002 (the City to be paid $200,000,002 over 15 years, the City’s outside counsel to be paid $29,610,000); the lawsuit was filed on December 18, 2018, in the United States District Court for the Northern District of California, Case No. 3:18-cv-7591-CRB-JSC; entitled The City and County of San Francisco and the People of the State of California v. Purdue Pharma L.P., Richard S. Sackler, Jonathan D. Sackler, Mortimer D.A. Sackler",Aye,Board of Supervisors
86,230687.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Cephalon, Inc.; Teva Pharmaceuticals USA, Inc.; Teva Pharmaceutical Industries Ltd; Watson Laboratories, Inc.; Actavis LLC; Actavis Pharma, Inc. (f/k/a Watson Pharma, Inc.); Actavis Elizabeth LLC; Actavis Mid Atlantic LLC; Warner Chilcott Company, LLC; Actavis South Atlantic LLC; Actavis Totowa LLC; Actavis Kadian LLC; Actavis Laboratories UT, Inc. (f/k/a/ Watson Laboratories, Inc.-Salt Lake City); Actavis Laboratories FL, Inc. (f/k/a Watson Laboratori",Aye,Board of Supervisors
87,230688.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Allergan Finance, LLC (f/k/a Actavis, Inc., which, in turn, was f/k/a Watson Pharmaceuticals, Inc.) and Allergan Limited (f/k/a Allergan plc, which, in turn, was f/k/a Actavis plc) for $12,916,274 (the City to be paid $10,156,889 over 5 years, the City’s outside counsel to be paid $1,585,179, and the City Attorney’s Office to be paid $1,174,206); directing the Controller to allocate funds to the City Attorney’s Office as provided in the settlement agre",Aye,Board of Supervisors
88,230702.0,9/12/2023,Ordinance amending the Administrative Code to exempt payments received by housed participants in Guaranteed Income pilot programs from the Human Service Agency’s determinations regarding the participants’ eligibility for the County Adult Assistance Programs and the amount of aid the participants may receive.,Aye,Board of Supervisors
89,230833.0,9/12/2023,"Ordinance authorizing the execution and delivery of Certificates of Participation, in one or more series on a tax-exempt and/or taxable basis and from time to time, evidencing and representing an aggregate principal amount of not to exceed $77,170,000 (“Certificates”), to finance and refinance certain capital improvement projects within the City and County of San Francisco’s (“City”) capital plan and generally consisting of critical repairs, renovations and improvements to City-owned buildings, facilities, streets and works maintained and utilized by various City departments; approving the for",Aye,Board of Supervisors
90,230480.0,9/12/2023,"Resolution authorizing and approving the lease of approximately 400 square feet of the City-owned radio equipment room and one antenna at 125 Christmas Tree Point, aka Twin Peaks Blvd, with the State of California, General Services Agency, for the California Highway Patrol, for an initial annual base rent of $9,000 with annual adjustments of four percent for a term of 10 years, with two five-year options to renew to commence upon execution of the Lease, and after approval of this Resolution by the Board of Supervisors and Mayor, in their respective sole and absolute discretion; finding the pro",Aye,Board of Supervisors
91,230573.0,9/12/2023,"Resolution authorizing a lease with the State of California, acting by and through its Department of Transportation, for the Recreation and Park Department to operate a property commonly known as Assessor’s Parcel Block No. 5331, Lot No. 056, located under Highway 280 along Selby Street between Quesada Avenue and Palou Avenue, for an initial term of 10 years with three five-year options and base rent of $2,000 per year with four percent yearly adjustments; adopting environmental findings and other findings that the actions set forth in this Resolution are consistent with the General Plan, and",Aye,Board of Supervisors
